,Produktnamn,Registreringsnummer
4875,de-zäta m-45,2441
4876,dezäta-lf,3549
4877,dezäta-rh,3239
4878,dikamba-trippel 625,3136
4879,dimethoat na 40,2901
4880,diprop-mcpa 600,3355
4881,dithianon sprutpulver,2716
4882,du pont linuron 50,2401
4883,formothion-sandoz 25,2285
4884,fungitox,2323
4885,gesatop 500 fw,3431
4886,herbex dpm 600,3379
4887,herboprop,2426
4888,hormostar,2212
4889,ipitox 25 wp,3429
4890,karmex 80,2069
4891,kelthane mf,2691
4892,kelthane w,2700
4893,kvk plus,3389
4894,"lantmännens 2,4-d 500",2884
4895,malathon na 50,2287
4896,merpelan a z,3111
4897,mota-vilt,3410
4898,ob 21,2326
4899,orthene 75,3221
4900,orto dibrom emulsion,3046
4901,oxitril 4,2617
4902,pentac-50-plant,2290
4903,propineb bayer,2860
4904,pw simazin flytande,3552
4905,radinex fl,3543
4906,radinex wp,3509
4907,resbuthrin 20 ec,3151
4908,ripcord,3567
4909,semeron 25,2493
4910,sinbar,2746
4911,sumicidin 10 fw,3468
4912,"sumicidin alfa 2,5 ec",3717
4913,sumitan rökgenerator,2927
4914,talcord,3622
4915,tedion v 18 wp,2692
4916,teneran 50 slampulver,2019
4917,teridox 500 ec,3377
4918,triagran,3395
4919,tritex,3538
4920,tromb,3516
4921,venzar,2071
4922,vitigran,2325
4923,wiltex ziram,2973
4924,triforin 20,3394
4925,fennosan b-100,2878
4926,fennosan b-25,2981
4927,fennosan f 50,2551
4928,fennosan h-30,2975
4929,fennosan it 21,3643
4930,fennosan tiocyanat,3211
4931,fennotox 15,3611
4932,antivermin svavelkalkvätska,2384
4933,monsur na 50 sprutpulver,2016
4934,benasalox,3275
4935,"cyclodan ""hoechst"" sprutpulver",2822
4936,elosal,2373
4937,tca hoechst nata minigranulat,2137
4938,delfin,3750
4939,impro-plugg,3772
4940,ustinex,3693
4941,oftanol t,3244
4942,"baytroid 12,5 ew",3724
4943,velpar,3369
4944,pomarsol forte,2817
4945,antikvalster,3213
4946,fenitex,3069
4947,vape mat n,3760
4948,malathon garden,3728
4949,weibulls biosekt 50,3433
4950,solfac,3680
4951,diprop 640,2882
4952,lantmännens mekoprop 640,2876
4953,exponyl impregnerande grundolja,3755
4954,trinonfos,3756
4955,stroller ogräs n,3479
4956,apron 35 sd,3541
4957,spectra,3739
4958,gori aquaperm,3746
4959,moss väck,2056
4960,mafu strip 10,2613
4961,mafu strip 40,2610
4962,sektivap,2359
4963,sektivap garderobsvakt,2558
4964,us 622 mygglotion II,3747
4965,us 622 myggstift II,3748
4966,weibulls myrmedel,3045
4967,baygon spray,2360
4968,baygon-puder,2361
4969,göta råttgift,2508
4970,bz-insektsstoppare,3684
4971,us 622 combi insektsmedel,3189
4972,a-spray,3183
4973,myrr,2833
4974,pymax puder,2807
4975,vov schampo för hundar,3718
4976,anticimex pyrenonpuder,3096
4977,chock flugspray n,3317
4978,flymaster kombi,3145
4979,"pyremist ""l""",3077
4980,woodcap,3633
4981,warfarin flytande råttgift,3187
4982,baythion spray,3026
4983,malatex,3078
4984,mögelstopp l,2976
4985,celbrite hb,3343
4986,alar-85,3398
4987,neocidal 25 ec,3655
4988,gullviks tca pellets,2152
4989,anticimex brumoxon,2600
4990,ortho phaltan 50,2410
4991,stopp-warfarin-korn,2660
4992,warfarin torrbete n,2604
4993,roach prufe,3702
4994,ama 24 thione,3309
4995,cevex höst,3551
4996,plantvax 20 e,3376
4997,plantvax 75,2870
4998,baygon e,2525
4999,trimaton,3526
5000,mossfritt,3234
5001,captan 83,2447
5002,orthocid 10 puder,2408
5003,orthocid 83,2406
5004,wolmanit cb,3090
5005,wolmanit cb spezial 75 %,3444
5006,wolmanol c extra,3604
5007,"keno gard 2,4-d amin 500",3057
5008,"keno gard buskmedel 2,4-d 500",3259
5009,keno gard diklorprop 640,3048
5010,keno gard fenitrotion,3340
5011,keno gard mcpa 750,3293
5012,keno gard mekoprop 640,3294
5013,keno gard metoxyklor 300,3105
5014,du pont ccc,3600
5015,phostoxin,3060
5016,pw atrazin flytande,3517
5017,cuprinol tryck,3278
5018,hylosan pt,3384
5019,mitrol 933,3663
5020,"mitrol cca, typ c-oxid",3591
5021,mitrol k 33,3484
5022,hylosan pq 20,3670
5023,hylosan sn,3196
5024,hylosan sn special,3510
5025,protim 130,3334
5026,protim 130 wr,3335
5027,protim 130 wr alkyd,3277
5028,protim 90,3342
5029,birlane 25,2174
5030,sapecron 24 ec,3626
5031,herbin,2609
5032,stroller mossa,3027
5033,gesaprim 4 strö,2377
5034,silvorex 5 g strö,3030
5035,paradimal gh,2983
5036,paradimal kristaller,2852
5037,ficsanpasta,3730
5038,totex strö,2414
5039,apotekens myggstift,3025
5040,djungel creme,2092
5041,djungel olja 3x6,2090
5042,us 622 myggcreme n,3192
5043,us 622 mygglotion,3118
5044,us 622 myggservett,3001
5045,us 622 myggspray n,2684
5046,us 622 myggstift,2183
5047,us 622 myggstift n,3191
5048,nobb myggolja,3675
5049,nobb mygg-roll-on,3422
5050,nobb myggspray,3125
5051,nobb myggstift,3314
5052,anticimex brumoxon k,3719
5053,alcro impregnerande grundolja,3178
5054,dosanex instant,2880
5055,gripens saneringsvätska,2078
5056,kemira blåskydd,3576
5057,kemira kcp,3700
5058,nopco 18-s,3305
5059,benasalox green konc,3506
5060,benasalox strö,3443
5061,curbetan rustica flytande,3527
5062,4101 jotun träskyddsolja,3319
5063,acapella,3496
5064,acrex 30 ec,3217
5065,agritox plus,3161
5066,alipur,3035
5067,ama 31 karbamat,3339
5068,ama-10 tiocyanat,3306
5069,ambush skogslösning,3536
5070,anticimex crimidinbete,2835
5071,antisork,3080
5072,aqua kem weekender,3578
5073,argylene,3668
5074,badipon,2812
5075,basf diklorprop 720 fl,3599
5076,basf diprop 640,3501
5077,basf mekoprop 640,3499
5078,basf mekoprop 720 fl,3598
5079,baycor 300 ec,3607
5080,bayer hedonal,2115
5081,bayfidan bcm,3674
5082,baytan universal,3636
5083,binab t,3648
5084,biorep hr,3653
5085,biosanér,3582
5086,blomstra bladlusspray,2832
5087,bolfo stift,3596
5088,boracol 30,3577
5089,borocil 15,3156
5090,bromex,3089
5091,busan 52,2997
5092,busan 881,2989
5093,busan 93,2979
5094,cabiet,3533
5095,casoron g,2994
5096,celkil 90,3625
5097,ce-maneb 85,2965
5098,chemviron amin j-26,3043
5099,chemviron thiocyanate t-9,2652
5100,chemviron tk 100 flytande,3414
5101,chemviron tk 40,3579
5102,credo trälasyr,3373
5103,croneton e,3258
5104,cyanosil,3061
5105,cybolt 100 e,3681
5106,daracide 7849,2902
5107,dazomet na 50 jorddesinfektionsmede,2080
5108,dg 19-f,3194
5109,dim-pynamin,3574
5110,di-trapex,2202
5111,etoxiat,3062
5112,eulan u 33,2456
5113,exponyl pl 50 trälasyr,3616
5114,exponyl trälasyr utomhus,3207
5115,exponyl träskydd n brun,3209
5116,exponyl träskydd n grön,3208
5117,fajt,3659
5118,fd-olja,3008
5119,fenition 500,2890
5120,fenticide 40,3276
5121,folithion e,2282
5122,försvarets ansiktsmaskeringsfärg,3428
5123,gamma tresex 100 fw,3581
5124,gantix fungicid,3630
5125,gantix hb färglös,3074
5126,germirex 824 thione,3138
5127,gesagard 50 slampulver,2014
5128,gesaprim 500 fw,3427
5129,gnatisid gn,3583
5130,gori 22,3651
5131,gori 22/7 husbockssanering,3652
5132,gori algborttagare,3560
5133,gori insektsskydd,3329
5134,gori vac 030,3603
5135,gr 850 koppar-pulpox,2758
5136,gr 851 zink-pulpox,2037
5137,gr 861 brom 80,2556
5138,gräsmattegödsel kombi,3235
5139,groen-ex,3644
5140,"gullviks 2,4-d ester",2209
5141,gullviks dazomet 85,2310
5142,gullviks lindan krist,3467
5143,gullviks mcpa-ester,3254
5144,gullviks metoxyklor 250,2928
5145,hagersan,2666
5146,hormoblend,2013
5147,hormoblend trippel,3245
5148,hormo-cornox 640,2246
5149,hormo-dp,2213
5150,husbocks cuprinol färglös 5033,3440
5151,hyamine extra,2404
5152,hylexol rs,3218
5153,hylexol wb4,2709
5154,impregnol specialolja,3494
5155,ipslure,3613
5156,ixocan fästingolja,2516
5157,järnia saneringsvätska,2520
5158,k-700,3528
5159,karathane l c,2797
5160,karathane w d,2798
5161,klorex 55,2125
5162,klorex-lantbruk,2330
5163,klorprofam na 40,3033
5164,kråkalos,3493
5165,"kvk 2,4-d-amin 500",2608
5166,kvk buskmedel 500 m,3279
5167,kvk diklorprop 640,2298
5168,kvk mecoprop 640,2297
5169,laddok,3558
5170,lantmännens dalapon 740,2958
5171,lantmännens metoxyklor 300,2892
5172,lantmännens tca 630,2868
5173,lantmännens tca 840,2869
5174,lindex,3066
5175,lindex dim,3067
5176,magnus-mtd,3313
5177,meltatox combi,3585
5178,mertect,3412
5179,mertect pl,3460
5180,metasol d3t pulver,2632
5181,metasol d3t-a flytande,3441
5182,metasystox forte,2815
5183,mitin ff högkonc.,2196
5184,mögelstopp a,2945
5185,mota kvalster 185,2698
5186,mystox koppar p 8,3308
5187,na motogräs,3246
5188,naftenat-copperol brun,3363
5189,naftenat-copperol grön,2730
5190,nalcon 248,2806
5191,nalcon 7620 tiocyanat,2780
5192,nikotoxin,2847
5193,"oftanol 7,5 g",3446
5194,ohlssons saneringsvätska,2380
5195,panogen metox,2112
5196,pecudin 50,3477
5197,plictran 25 w,3525
5198,plictran 80,3672
5199,prefix g,3654
5200,preventol cmk,3540
5201,primatol 500 fw,3498
5202,prosan s 10,2611
5203,protekt,3518
5204,pymaxol,3049
5205,pyrem,3336
5206,radar sanervätska,2043
5207,rentolin,3040
5208,r-o 8400 mögelresistent färg,3465
5209,ronilan,3508
5210,rosol combi,2988
5211,scotte antimögeltillsats,3017
5212,sectrol,3418
5213,servarin lindan,2777
5214,spar var impregnering,3206
5215,sumicidin 20 emulgerbar,3425
5216,sumithion na 20 fw,3580
5217,tanalith cbc,3203
5218,tedion v 18 rökgenerator,2132
5219,termoplastbundet lindan,3667
5220,tilt cb,3669
5221,tirade öronbrickor,3617
5222,trebitt,3171
5223,"triconol kopparolja n, grön",3352
5224,trimangol flytande,3676
5225,ustilan 70 wp,3514
5226,vacsol ewr 53,3327
5227,vamoose insektspulver,3448
5228,weedex k s,3054
5229,weibulls anti-gnag,3409
5230,weibulls faneron green,3381
5231,weibulls nya mossdöd,3388
5232,weibulls pyrethrum,3413
5233,weibulls taraxa,3438
5234,zineb na 65,2800
5235,vinyzene SB-1,3715
5236,deosan öronbrickor,3710
5237,caddy,3703
5238,pokon växtspray,3237
5239,kemira captan 83,3396
5240,kemira lindan 200,2779
5241,endosan flytande,3640
5242,autan myggspray n,3627
5243,3m embark växtkontroll,3602
5244,faneron 500 fw,3589
5245,sanafoam vaporooter,3548
5246,allväders k 33,3544
5247,dosamix,3542
5248,demidekk strukturbeis,3534
5249,stabilan ccc,3532
5250,super secu,3530
5251,curbetan rustica,3523
5252,gori 44,3522
5253,msk,3507
5254,betoxin 50,3492
5255,sysdip 50,3491
5256,3-spar aqua lasyr,3490
5257,finns myggspray,3486
5258,johnson raid flugmedel a,3487
5259,3-spar industrilasyr,3485
5260,allväders 33 b,3483
5261,finns myggservett,3482
5262,finns myggspiral,3481
5263,radar mygg roll-on,3480
5264,triconol utin imp,3478
5265,owatrol d-1-olja,3476
5266,hager blue flytande,3473
5267,atrinal combi,3472
5268,crewe diuron 80 wp,3470
5269,johnson off myggservett,3469
5270,grey mat,3466
5271,sadolin acryl 75 n,3459
5272,sadolin sadovac tbto,3458
5273,allväders 33 c,3455
5274,sidivår,3453
5275,westcoast träskydd brunt,3451
5276,westcoast träskydd grönt,3452
5277,blatat,3447
5278,bayleton 250 ec,3445
5279,johnson raid insektsskydd,3442
5280,piruvel,3437
5281,weibulls captan 50,3436
5282,gori 88,3435
5283,weibulls biogreen,3432
5284,sumicidin 20 sprutpulver,3426
5285,johnson off myggmedel,3423
5286,johnson raid flytande ogräsmedel,3421
5287,johnson raid myrmedel,3417
5288,sadolin px 65,3416
5289,pulcoprop,3415
5290,cobra dfck,3408
5291,rhipican,3411
5292,teknosan insektservett,3407
5293,ektosid,3404
5294,ikea träskydd,3403
5295,embark 2-s växtregulator,3399
5296,garvox,3400
5297,blomsterpartiets insektsspray,3392
5298,weibulls atrazin 5 g,3387
5299,trippelkiller n,3383
5300,lontrel 100,3380
5301,westcoast trägrund,3382
5302,teknosan myggspiral,3378
5303,cevex,3372
5304,difolatan 50 flytande,3371
5305,svamp toxidol triforin,3370
5306,carbyne 125,3368
5307,hostathion,3365
5308,rohm and haas vacor,3366
5309,turbair flydown,3364
5310,tricornox special,3362
5311,"ce 2,4-d amin 500",3361
5312,ce diklorprop 640,3360
5313,ce mcpa 750,3358
5314,ce mecoprop 640,3359
5315,pulco m-dp combi,3357
5316,triconol mörkbrun n,3353
5317,zink-lasol,3351
5318,fennotox s2,3350
5319,pulco TCA 840 minigranulat,3349
5320,pulco trippel,3346
5321,sidipreg 77,3344
5322,pyretrum s c conc,3332
5323,lysozid flugdöd,3331
5324,na metoxyklor 30,3330
5325,pulco lindan sprutpulver 800,3326
5326,pulco diuron 80,3324
5327,finns myggolja,3321
5328,finns myggstift,3320
5329,exponyl pl 50 trälasyr,3318
5330,chock flugemulsion n,3316
5331,mystox le 50,3311
5332,slimetron 100,3310
5333,mystox koppar 8,3307
5334,mystox lse,3304
5335,vape mat,3302
5336,toptex,3301
5337,boots diklorprop,3299
5338,boots mecoprop,3300
5339,pulpaton,3298
5340,mystox lsl,3296
5341,previcur,3295
5342,bayleton 10 e,3286
5343,bayleton 25 wp,3287
5344,bladlus toxidol,3289
5345,mystox LPL 100 %,3291
5346,pulco mcpa 750 pulver,3292
5347,topsin m,3290
5348,gori 44-serien,3285
5349,gori 66-serien,3284
5350,milgo e,3281
5351,sadolin woodgard,3280
5352,grace gr 820,3274
5353,fungaflor betningsmedel,3271
5354,clarosan 1 g,3270
5355,arelon,3269
5356,grundtex,3265
5357,neocid spray,3268
5358,sadolin acryl 75,3267
5359,mitrol 10,3264
5360,bugg myggmedel,3263
5361,sidirol,3261
5362,lironion 50 slampulver,3255
5363,pulco buskmedel mcpa 500,3257
5364,temonyl n,3256
5365,barnon,3253
5366,chock flugemulsion,3251
5367,chock flugspray,3252
5368,solvex concentrate,3249
5369,dimetoat bayer,3243
5370,faneron combi 50 wp,3241
5371,faneron combi 500 f w,3240
5372,sadolin sadovac,3238
5373,tabard myggspray,3233
5374,tabard myggolja,3228
5375,tabard myggservett,3229
5376,tabard myggstift,3230
5377,fennosan nitrobrom n 40,3227
5378,weibulls gramino kombi,3225
5379,wolmanit cb spezial,3224
5380,johnson raid bladlusmedel,3223
5381,cropasal,3222
5382,mykocid ts,3219
5383,sadolin woodgard,3216
5384,cloroben,3215
5385,på trä lasur,3214
5386,johnson raid flugmedel,3212
5387,aqua-kem,3202
5388,plondrel 50 w,3205
5389,slimetron thione 20,3195
5390,rifusol puder,3200
5391,bp hylosan bf 55,3199
5392,bp hylosan kulör,3197
5393,bp hylosan wr,3198
5394,us 622 myggspray sport,3190
5395,terro mygg- och knottspray,3188
5396,gesal combi,3186
5397,gesal puder,3184
5398,gesal spray,3185
5399,neocid malspray,3182
5400,mbt-sulfon 3007,3179
5401,neocid puder,3181
5402,gori-66 aquacryl,3177
5403,stroller häxring,3176
5404,pulco simazin 500,3175
5405,myr-toxidol,3172
5406,tabard garderobsspray,3173
5407,metrex,3169
5408,tabard insektsstopp,3170
5409,teknosan antiväxt,3168
5410,pyra-fog,3166
5411,terro myggspiral,3164
5412,trädgårds substral kombi,3165
5413,johnson blomster-skyddare,3162
5414,songa,3163
5415,du pont benomyl 50 svampmedel,3159
5416,hydroflor mosskill,3160
5417,demi dekk dekkbeis,3157
5418,r-o 8400,3158
5419,mykocid b s,3155
5420,pulco atrazin 500,3154
5421,stroller snömögel,3153
5422,basf stolpskydd,3152
5423,daconil 2787,3148
5424,defutor,3149
5425,defutor l,3150
5426,geigy ogräsmedel,3147
5427,stack n,3146
5428,cutter insektsmedel,3143
5429,triconol utin n,3139
5430,derosal,3129
5431,faneron trippel slampulver,3133
5432,gardoprim 50 wp,3134
5433,germirex mbt 10,3131
5434,hedonal m 75,3127
5435,teknosan myggbloss,3126
5436,teknosan myggcreme,3120
5437,bolfo stift,3119
5438,witoxyl timmerolja,3117
5439,suffix,3116
5440,minikorn kombi,3114
5441,parexan växtspray,3113
5442,plantex tri-k,3112
5443,tanalith cca,3110
5444,insecta-lac,3109
5445,ädellasur,3106
5446,fortrol,3101
5447,pulco buskmedel 500 d+t,3103
5448,pulco buskmedel 500 t,3102
5449,pulco fenolat,3104
5450,anthyllit m,3091
5451,cyclodan hoechst rökpulver,3099
5452,dowicide g,3097
5453,esso weedkiller 35,3082
5454,k 33,3086
5455,klordekon mk,3085
5456,lin-thi-mol,3083
5457,penta-na,3095
5458,pentasol 50,3092
5459,servarex granulat,3094
5460,servarex teknisk,3093
5461,trim,3098
5462,witophen n,3100
5463,gamma tresex 80 s,3076
5464,lindamal,3073
5465,pyremex,3075
5466,shell weedkiller,3079
5467,sorkax,3081
5468,rapsol,3071
5469,tok ultra b,3070
5470,embafume,3059
5471,gamma-betoxin,3064
5472,gantix hb ljus,3065
5473,ponocid lindan,3063
5474,trim fästingolja,3058
5475,bp hylosan,3056
5476,celcure,3052
5477,kp-cuprinol,3053
5478,kreosot,3050
5479,pulco mcpa 500 flytande,3055
5480,bocan c extra,3047
5481,devrinol,3041
5482,lasso,3038
5483,weedex k h,3042
5484,teknosan insektsservett,3037
5485,demi dekk,3036
5486,pirimor,3034
5487,primatol 50 wp,3031
5488,printop 50 wp,3032
5489,na pyrenon m,3029
5490,gullviks blåskydd,3024
5491,leymin,3028
5492,casco bladlussprej,3021
5493,autan myggmedel,3018
5494,autan myggmjölk,3019
5495,slimetron k 20,3015
5496,imugan,3014
5497,temus röda mösskorn,3012
5498,mygo,3010
5499,mygo myggskydd,3011
5500,3-spar n,3007
5501,amiben-ester,3006
5502,casco myggservett,3003
5503,terro myggservett,3005
5504,terro myggstift,3004
5505,teknosan myggspray,3002
5506,stack,3000
5507,albolineum special,2999
5508,parexan,2996
5509,shell d-d,2998
5510,proxel pl,2995
5511,airwick,2993
5512,liwa panel-lasyr,2992
5513,proxel mb tiocyanat,2991
5514,prevenit,2990
5515,germirex brom 831,2985
5516,exotherm-termil,2987
5517,watski saneringsvätska,2984
5518,busan 72,2980
5519,dowpon granulat,2982
5520,gori 22 t,2977
5521,gesaran 2079 slampulver,2974
5522,terro myggspray,2972
5523,svabbe,2971
5524,c-tox,2970
5525,master patent,2969
5526,monochem t-5,2968
5527,pl 50,2966
5528,pl 50 klar,2967
5529,silvorex 80 wp,2964
5530,hormo combi pm,2963
5531,basavam,2962
5532,akrylex lasyr,2961
5533,lantmännens maneb 850,2960
5534,bayer m diprop,2956
5535,bt lindan 20,2959
5536,ciluan,2957
5537,terro insektsspray,2955
5538,basagran m,2952
5539,biosperse 240,2951
5540,igran 50 wp,2953
5541,bladex 50,2950
5542,gori 44,2947
5543,gori 66,2948
5544,kaputt råttgift,2946
5545,casco myggspiral,2944
5546,teknosan myggservett,2943
5547,autan myggstift,2942
5548,nacan,2941
5549,pl 100,2940
5550,sidipreg,2937
5551,gori grund,2939
5552,goriol,2938
5553,combiherb,2934
5554,sinadal,2935
5555,svabison,2936
5556,butisan,2933
5557,amitrol na 100,2932
5558,neocidal 20 flytande,2931
5559,dalapon,2929
5560,milbex,2930
5561,gardona 25,2925
5562,glex myggstift,2926
5563,pulco carbaryl 850,2923
5564,rilco insekts pang,2924
5565,akenol timmerolja,2922
5566,cuprinol skyddsfärg vit 80,2920
5567,gardona sprutpulver,2921
5568,pentaklorfenollaurat 100 %,2917
5569,pentaklorfenollauratemulsion 40 %,2916
5570,pulco demon,2915
5571,triolit ts-bandage,2918
5572,triolit ts-patroner,2919
5573,trioxan bf,2913
5574,trioxan hb,2912
5575,basudin 20 flytande,2914
5576,mesoranil,2911
5577,gr 814 germirex,2910
5578,endosan,2909
5579,impregnol lasyrfärg,2908
5580,djungelstiftet,2907
5581,metham,2905
5582,mp-tmtd,2906
5583,busan 25,2903
5584,busan 74,2904
5585,djungel-spiralen,2896
5586,emisol 100,2898
5587,emisol 50,2897
5588,gullviks tca flytande,2900
5589,mota gräs,2899
5590,casco amitrol 50,2894
5591,3-spar,2887
5592,kvk metoxyklor 300,2893
5593,lantmännens fenition 50 puder,2889
5594,lantmännens malation 500,2891
5595,vågobrun 3-spar,2888
5596,johnsons flugmedel,2886
5597,"lantmännens 2,4-d 800",2885
5598,lantmännens diprop 800,2883
5599,germirex 836,2874
5600,johnson raid ogräsmedel,2873
5601,lantmännens amitrol t,2872
5602,lantmännens mekoprop 780,2877
5603,pinus,2879
5604,us 622 combi,2881
5605,ustinex special,2875
5606,lantmännens diprop-mcpa 800,2867
5607,basilit ull,2865
5608,mtc-10,2866
5609,aatiram,2863
5610,dim-malathion,2864
5611,shell prox p,2862
5612,amitrol bayer 100,2857
5613,amitrol bayer 50,2858
5614,basanor,2856
5615,ustinex pa,2859
5616,skadedyrcentralens coumatetralylbet,2854
5617,skadedyrcentralens crimidinbete,2855
5618,bt blåskydd,2844
5619,ekatin,2845
5620,maletta's bombett,2850
5621,maletta's kristaller,2851
5622,mu-48,2848
5623,parfymol kristaller,2853
5624,solozon,2849
5625,insectin,2843
5626,songa n,2842
5627,dim-thiuram,2839
5628,geigy snigelgranulat,2841
5629,neocid insektsspray,2840
5630,fusarin,2837
5631,scorvine,2836
5632,wiltex,2838
5633,skadedyrcentralens chlorophacinon,2834
5634,casco tmtd-puder,2830
5635,metasystox r,2826
5636,stroller go,2831
5637,thiuram -80- van hasselt,2829
5638,thiuram-50-van hasselt,2828
5639,arasan 42-s,2819
5640,betoxin 50,2818
5641,bunco dogshampoo,2825
5642,diana viltskydd,2820
5643,endosan 50,2821
5644,luxan-rotenonpuder,2824
5645,pinotex,2814
5646,vapam,2816
5647,spar var impregnering n,2813
5648,tc-vätska,2811
5649,kirk,2810
5650,b t amitrol,2808
5651,metoxyklor - 50 - luxan,2805
5652,captafol kräftlack,2804
5653,fuclasin ultra,2796
5654,hylexat,2795
5655,nitorol 636,2794
5656,nyckelpiga,2803
5657,tok w 50,2802
5658,zineb na puder,2799
5659,zineb s p 65,2801
5660,fisknätscuprinol grön,2792
5661,fisknätscuprinol snabbtorkande,2793
5662,coppersat-färg,2791
5663,luxan snigelgift,2789
5664,zolone flytande 35,2788
5665,trätonit,2787
5666,basiment 450 extra,2785
5667,panik 70,2784
5668,bt metoxyklor 50,2781
5669,kobra myrspärr,2783
5670,servarin sprutpulver,2778
5671,rhenotox,2774
5672,rilco myggspärr spray,2775
5673,teknosan myggstift,2776
5674,pl 100 s,2766
5675,timbex,2768
5676,timolan,2769
5677,zonolin a,2767
5678,paradimal flytande,2765
5679,basilit bf,2764
5680,basilit dreifach,2763
5681,tecan flytande,2762
5682,skagerak impregnerande grundolja,2761
5683,dezäta m-45 puder,2759
5684,gramevin,2760
5685,p-tox insektsspray,2757
5686,rotoxol 4,2756
5687,agritox betningsmedel,2754
5688,san-antiväxt,2753
5689,cuprolit brun,2749
5690,cuprolit färglös,2750
5691,cuprolit grön,2748
5692,cupsolat,2747
5693,diabol m,2755
5694,flug-toxidol,2740
5695,insekts-toxidol,2739
5696,intertox t,2738
5697,intertoxol t,2737
5698,kvictapon,2744
5699,maletta 3 n,2751
5700,mjöldaggs-toxidol n,2743
5701,nuvanol n 50 wp,2745
5702,plantex myr-puder,2752
5703,toxidol forte,2742
5704,toxidol forte n puder,2741
5705,kupferitfärg,2736
5706,färmi cupri,2734
5707,färmi-penta,2735
5708,radar myrspray,2733
5709,trädgårds substral bladlusspray,2732
5710,brun koperol,2727
5711,grön koppar-koperol,2728
5712,penta-copperol brun,2729
5713,hågebe,2726
5714,cuprinol klarlack,2721
5715,cuprinol teakolja,2725
5716,cuprinol utebets färglös,2722
5717,weedex kar,2717
5718,weedex total,2718
5719,milcurb conc,2712
5720,purine puder,2711
5721,totalex extra slampulver,2714
5722,ureabor,2713
5723,johnson's malmedel,2708
5724,monomatic dg-19 saneringspulver,2707
5725,solignum träskyddsfärg n,2706
5726,koppar-lasol,2704
5727,kreosot-solignum,2705
5728,penta-solignum,2703
5729,dim-fenson,2701
5730,spinnpuder na 10,2699
5731,akar 338 flytande,2695
5732,animert v 101,2693
5733,bonogard,2697
5734,busan 76,2689
5735,erysit,2696
5736,krysenolja,2687
5737,maletta box n,2688
5738,nagit,2694
5739,notinol t,2686
5740,pulco sulfamat,2690
5741,ethomal n,2685
5742,saneringsvätska ma,2683
5743,stix insektsdödare n,2682
5744,cuprilatum grön,2681
5745,glimex insekt spray n,2680
5746,tribunil dp,2679
5747,fenitrotion na 50,2678
5748,kobra rax majsbete,2676
5749,aspergol,2674
5750,flaxut n,2675
5751,cupercid,2673
5752,trätäck,2672
5753,nalcon 270 tiocyanat,2670
5754,nalcon 271 tiocyanat,2671
5755,bt stolpskydd,2669
5756,biosperse 286,2667
5757,nalcon 246,2668
5758,warfarin-temus,2665
5759,betax 69,2663
5760,stopp-warfarin-torrbete,2662
5761,stopp-warfarin-vätska,2661
5762,feniton,2658
5763,zonolin a,2659
5764,carlinum,2656
5765,carlinum special,2657
5766,ohlssons carbolineum,2655
5767,kopralin special,2654
5768,opralolja,2653
5769,casco ogräsmedel,2651
5770,pejosan saneringspulver,2650
5771,us 622 myggstavar,2649
5772,"shell 2,4-d 500",2648
5773,panotox råttgift,2647
5774,ulfshytte impregneringsolja färglös,2645
5775,ulfshytte impregneringsolja grön,2646
5776,betz slime-trol rx 38,2639
5777,betz slimicide c.5.,2638
5778,bt malation 50,2634
5779,bt sprutsvavel f,2635
5780,carbyne b 25,2642
5781,casco ramrod,2637
5782,eradex,2643
5783,försvarets warfarin-torrbete,2644
5784,herbexal buskmedel 650 d+t,2636
5785,kvk fenitrotion 500,2633
5786,zink-pomarsol,2641
5787,göta lantmäns diprop,2631
5788,pesco prop pulver,2630
5789,"kreosot-kupferit, brun",2629
5790,biokarbamat 275,2623
5791,clodett,2628
5792,betz slime-trol rx 29,2627
5793,elsan blue sanérpulver,2624
5794,ogräs dif,2625
5795,slime trol rx 34,2626
5796,kreosot-rötmota export,2622
5797,"penta-röanol 1105 - 1235, brun",2620
5798,"penta-rötmota pkf 1106, brun",2621
5799,fiberol 1142-b brun,2618
5800,"röanol 545, grön",2619
5801,jebofenix ec,2614
5802,jebofenix wp,2615
5803,zonosan ny,2616
5804,"derrisrot ""adex""",2612
5805,diban,2607
5806,herbex g,2606
5807,kobra sork,2605
5808,fako,2598
5809,teknosan insekt,2597
5810,kupferit färglös n,2596
5811,kupferit grön n,2595
5812,prezonol,2594
5813,trä-timmerol grön,2593
5814,coppersat grön,2592
5815,dicusat majsbete,2591
5816,dicusat torrbete,2590
5817,dicusat flytande,2589
5818,larco kopparolja grön nr 5,2586
5819,secu mellanbrun nr 2,2588
5820,super secu,2587
5821,anti-pa IV husbock,2585
5822,brunex,2584
5823,kreosot-coppersat,2583
5824,cuprileum brun,2579
5825,cuprileum grön,2578
5826,"ok impregnal, färglöst",2580
5827,"ok impregnal, grönt",2582
5828,"ok kreosot impregnal, brunt",2581
5829,penta-cuprileum,2577
5830,gullviks husbocks-cupral,2576
5831,wooditec,2575
5832,fiberol 1142-g grön,2574
5833,penta-fiberol 1142-f färglös,2573
5834,timravol grön,2572
5835,kreosot-timravol brun,2571
5836,temus,2570
5837,chemviron j-25 pulver,2566
5838,pyrex spray,2569
5839,shellprox 60,2568
5840,skott,2567
5841,castrix sorkbete,2562
5842,chemviron j-25 flytande,2565
5843,fennotox-45,2564
5844,fixan 850 s,2560
